PM2.5,PM10,NO2,CO,SO2,O3,AQI,AQI_Bucket
7.02,20.34,24.67,0.56,23.0,26.63,48.0,1
8.55,22.06,21.09,0.51,21.46,28.19,45.0,1
10.32,23.93,40.82,0.8,29.33,19.51,52.0,2
5.29,17.65,25.84,0.53,61.41,26.21,64.0,2
10.5,23.78,22.41,0.52,20.41,27.52,44.0,1
15.67,26.01,38.11,0.78,21.7,21.41,62.0,2
5.08,8.16,29.46,0.69,23.81,17.4,74.0,2
37.82,88.58,56.87,1.44,22.24,19.29,121.0,3
18.29,60.5,37.56,0.8,23.34,31.21,93.0,2
116.65,192.8,41.26,1.11,26.63,22.5,132.0,3
40.46,61.36,22.82,0.58,20.81,28.22,284.0,4
31.24,50.3,22.14,0.82,24.43,42.64,60.0,2
41.58,69.57,35.0,0.79,20.54,43.45,81.0,2
63.19,109.0,42.84,1.0,18.43,37.39,101.0,3
78.9,144.14,40.43,1.06,18.88,33.46,163.0,3
86.71,157.26,43.75,0.95,16.03,41.03,134.0,3
144.72,259.91,47.03,1.13,21.69,55.81,281.0,4
109.46,194.85,61.03,1.27,18.52,42.93,307.0,5
114.41,252.29,66.87,1.25,23.79,47.37,271.0,4
116.67,183.4,54.7,1.18,24.78,60.65,266.0,4
97.75,153.08,49.32,0.95,31.16,63.15,275.0,4
77.22,174.76,76.77,1.05,21.67,37.14,169.0,3
57.05,142.8,57.39,0.93,19.4,33.06,158.0,3
38.34,88.54,41.66,0.88,11.09,42.15,111.0,3
37.12,98.86,43.05,1.1,6.17,39.97,105.0,3
36.97,104.19,36.46,0.74,2.78,51.42,103.0,3
41.18,78.79,26.24,0.92,5.74,70.23,98.0,2
55.7,104.68,30.96,1.0,7.36,78.85,107.0,3
59.7,108.74,35.91,1.11,5.88,74.13,110.0,3
57.56,111.17,38.74,0.84,8.04,79.93,109.0,3
46.69,92.64,29.13,0.72,8.71,69.31,96.0,2
46.28,85.5,23.71,0.71,7.21,66.6,82.0,2
73.45,129.85,24.11,0.76,8.92,86.67,105.0,3
69.65,120.93,26.1,0.77,8.16,92.94,152.0,3
51.21,101.16,29.86,0.69,7.72,87.78,114.0,3
53.08,100.93,33.47,0.75,8.3,84.27,106.0,3
68.83,119.7,41.14,0.81,7.53,79.97,112.0,3
90.0,147.0,85.93,1.27,9.9,43.62,136.0,3
93.79,148.19,30.06,0.92,7.95,91.45,226.0,4
72.71,119.26,28.31,0.85,9.67,84.34,169.0,3
44.67,80.81,29.73,0.64,8.46,63.97,111.0,3
61.52,105.51,33.07,0.8,8.7,71.8,87.0,2
64.34,102.9,29.06,0.8,8.3,77.18,134.0,3
56.81,94.56,23.67,0.74,8.46,78.8,102.0,3
65.08,113.55,29.86,0.75,9.17,88.44,106.0,3
71.12,125.12,33.16,0.82,9.14,84.58,132.0,3
63.36,113.04,34.16,0.74,8.34,82.55,125.0,3
76.4,129.34,32.77,0.69,8.42,91.88,137.0,3
58.41,110.56,42.14,0.69,8.35,83.84,129.0,3
36.8,73.78,30.32,0.62,9.99,66.87,92.0,2
17.03,48.31,24.57,0.68,8.84,46.24,64.0,2
12.79,48.71,30.6,0.91,9.02,42.0,63.0,2
24.02,95.84,37.62,0.95,7.82,40.3,91.0,2
27.82,96.94,39.95,1.03,8.27,36.34,97.0,2
34.71,112.54,43.66,1.1,6.22,34.18,106.0,3
37.07,110.43,35.91,0.95,8.72,47.92,105.0,3
36.82,71.34,25.16,0.89,7.86,65.75,85.0,2
27.12,54.86,23.35,0.84,7.37,54.39,69.0,2
46.59,84.0,26.75,0.96,7.26,66.3,76.0,2
75.61,121.94,27.03,1.12,8.24,74.21,128.0,3
75.54,126.76,27.0,1.14,6.7,78.9,143.0,3
74.33,124.21,27.03,1.1,7.84,77.99,153.0,3
68.72,118.43,26.22,1.02,7.57,85.54,140.0,3
72.61,145.62,38.84,1.12,8.36,71.85,136.0,3
52.33,99.33,33.7,1.13,8.44,70.91,92.0,2
66.6,108.15,27.74,1.16,8.14,72.08,111.0,3
49.66,90.22,29.88,1.08,8.97,59.28,94.0,2
53.48,92.39,23.58,1.09,7.53,62.71,97.0,2
22.7,50.19,21.94,0.97,9.26,44.0,74.0,2
16.07,43.09,18.26,0.84,9.12,52.07,61.0,2
48.21,87.02,21.46,0.96,9.91,64.14,72.0,2
54.65,102.77,27.04,0.95,9.6,69.69,100.0,2
49.43,93.16,26.01,0.9,8.68,72.49,99.0,2
73.62,209.75,58.59,1.27,6.94,45.51,153.0,3
48.07,87.2,23.06,1.02,8.07,55.96,110.0,3
85.85,138.17,27.96,1.19,9.74,73.01,134.0,3
73.83,125.02,30.68,1.03,10.25,83.49,181.0,3
100.48,234.22,69.61,1.41,14.54,75.43,178.0,3
177.2,326.4,79.29,2.08,16.45,44.07,326.0,5
89.81,180.44,50.12,1.26,6.53,34.36,258.0,4
71.06,103.17,31.92,1.05,10.02,71.86,160.0,3
43.36,81.3,25.07,1.03,9.53,59.04,128.0,3
42.17,81.73,25.01,1.03,8.03,45.73,79.0,2
39.3,92.98,29.13,1.04,8.58,30.23,93.0,2
30.99,79.86,27.19,0.81,5.57,45.75,81.0,2
25.31,54.82,19.27,0.79,8.29,39.57,51.0,2
59.54,107.42,22.1,1.02,8.98,38.25,84.0,2
74.94,166.18,44.31,1.33,7.32,27.59,138.0,3
74.82,177.62,48.23,1.43,7.31,40.41,156.0,3
61.94,142.02,41.41,1.23,8.91,21.09,140.0,3
53.3,128.35,59.38,0.94,8.17,16.86,113.0,3
52.42,136.94,48.69,1.23,11.47,18.65,115.0,3
45.66,119.24,38.39,1.14,14.41,25.39,122.0,3
45.58,105.92,45.59,1.03,15.64,24.76,105.0,3
56.11,110.18,30.37,0.93,8.02,70.53,122.0,3
43.35,66.31,33.9,0.98,5.57,57.32,98.0,2
32.75,50.95,22.34,0.9,8.72,60.29,67.0,2
39.45,54.88,18.85,0.88,8.38,66.17,76.0,2
43.56,71.06,55.23,1.31,7.95,42.81,82.0,2
55.76,128.79,53.14,1.25,4.99,35.61,112.0,3
31.28,64.27,30.03,0.9,5.97,29.32,94.0,2
31.23,103.55,29.43,0.91,5.36,21.92,94.0,2
29.14,54.27,16.32,0.82,7.85,30.54,61.0,2
26.04,47.32,17.92,0.81,8.73,32.41,56.0,2
33.44,59.32,20.78,0.85,8.23,34.75,50.0,1
58.03,98.66,23.95,0.96,8.33,46.43,84.0,2
62.0,106.88,27.1,1.02,8.18,46.57,101.0,3
84.11,179.96,63.84,1.33,8.97,32.44,150.0,3
71.21,131.84,49.67,1.14,6.99,28.63,159.0,3
68.69,143.74,50.22,1.29,8.56,23.43,140.0,3
52.52,111.72,39.0,0.99,7.25,18.46,120.0,3
40.92,121.58,46.46,1.03,5.56,13.96,110.0,3
42.44,107.09,42.49,1.04,5.36,14.48,111.0,3
46.15,92.06,33.42,0.93,7.39,14.34,95.0,2
39.52,69.95,17.39,0.92,3.26,17.56,77.0,2
30.9,59.7,22.46,0.84,1.62,14.21,67.0,2
48.43,125.81,45.51,1.06,3.55,22.46,117.0,3
54.71,153.34,45.3,1.28,3.14,20.21,134.0,3
36.68,76.4,35.01,1.22,5.77,20.25,90.0,2
43.59,107.91,39.8,1.29,4.83,21.39,102.0,3
29.42,58.33,21.19,0.91,7.61,24.28,74.0,2
46.6,117.11,41.14,1.05,5.74,21.2,97.0,2
51.92,131.04,37.25,0.95,7.32,20.4,119.0,3
47.98,125.65,40.73,0.89,6.59,19.82,106.0,3
65.64,151.4,51.57,1.15,6.01,13.71,127.0,3
50.36,110.01,37.2,1.15,15.6,15.1,127.0,3
20.02,47.95,20.44,0.87,9.65,14.75,69.0,2
15.11,40.46,15.5,0.67,7.89,12.65,51.0,2
14.16,36.93,16.21,0.72,8.37,12.72,45.0,1
17.77,71.21,28.78,0.92,11.2,11.12,69.0,2
19.48,55.45,23.76,0.74,11.35,12.0,82.0,2
16.23,46.4,22.56,0.76,8.91,11.86,69.0,2
19.9,58.97,24.48,0.79,8.65,11.43,64.0,2
23.84,56.3,24.28,0.67,10.58,12.06,61.0,2
21.5,51.15,19.43,0.45,8.83,12.81,57.0,2
29.97,80.28,27.41,0.81,7.98,12.94,82.0,2
34.29,98.12,29.32,0.87,3.4,14.0,97.0,2
50.96,111.92,31.88,0.92,6.89,15.62,103.0,3
31.25,113.8,39.24,1.1,6.23,15.2,104.0,3
33.01,98.93,48.77,0.96,7.57,15.32,105.0,3
43.21,115.14,53.06,1.12,6.84,39.79,134.0,3
23.97,67.96,35.13,0.87,11.12,37.46,91.0,2
20.57,60.98,33.67,0.76,11.08,18.41,66.0,2
23.57,69.26,24.78,0.66,10.28,19.71,62.0,2
19.59,42.84,20.91,0.72,9.73,26.65,72.0,2
39.49,95.32,40.71,0.68,16.72,33.77,98.0,2
23.9,65.07,27.06,0.83,9.14,19.54,123.0,3
21.29,57.46,25.26,0.43,8.2,12.88,69.0,2
32.71,90.8,24.99,0.11,13.37,36.78,91.0,2
31.72,85.01,24.54,0.11,11.29,42.06,90.0,2
22.17,57.42,22.72,0.11,11.33,41.66,86.0,2
21.62,65.48,24.02,0.11,10.42,59.94,69.0,2
18.77,52.17,25.22,0.11,8.52,46.99,84.0,2
30.43,76.29,33.1,0.11,7.39,23.15,64.0,2
23.81,66.29,32.49,0.11,5.91,9.06,73.0,2
30.06,74.16,33.18,0.11,7.37,10.66,68.0,2
25.97,57.81,29.23,0.11,5.47,11.72,71.0,2
22.3,52.05,31.35,0.11,6.29,9.64,54.0,2
16.62,43.83,29.33,0.11,6.27,6.48,51.0,2
14.48,47.4,29.2,0.11,7.26,8.52,46.0,1
8.64,30.07,23.46,0.11,6.7,7.66,37.0,1
20.49,54.42,33.31,0.11,7.55,32.39,49.0,1
23.62,68.95,33.43,0.11,6.02,21.47,69.0,2
16.38,38.99,26.65,0.11,5.51,13.98,51.0,2
15.05,44.33,29.41,0.11,6.82,16.02,43.0,1
20.44,67.82,31.19,0.11,6.81,15.17,55.0,2
18.97,65.8,29.57,0.11,7.14,13.23,68.0,2
21.07,73.21,32.55,0.11,6.32,13.82,66.0,2
21.89,78.22,36.49,0.11,9.16,15.46,76.0,2
15.84,63.94,31.67,0.11,5.51,12.02,74.0,2
9.21,51.65,30.52,0.11,7.41,10.54,59.0,2
14.61,56.17,33.08,0.11,8.72,10.53,55.0,2
9.08,35.35,30.16,0.11,6.56,9.46,47.0,1
10.32,51.36,23.99,0.11,3.58,10.7,48.0,1
8.61,32.8,25.18,0.11,7.24,12.0,37.0,1
8.41,37.46,24.6,0.11,6.42,9.79,36.0,1
10.47,40.29,21.59,0.11,5.58,20.53,31.0,1
12.81,46.6,15.19,0.11,6.04,30.0,47.0,1
7.81,46.54,18.79,0.11,8.02,20.17,49.0,1
18.16,66.09,16.27,0.11,7.01,30.36,61.0,2
11.91,48.54,16.76,0.11,7.46,28.84,56.0,2
23.14,78.4,23.73,0.11,6.94,38.06,62.0,2
18.91,67.79,24.04,0.11,5.84,22.73,90.0,2
17.54,68.24,15.64,0.11,8.31,16.15,65.0,2
8.93,45.07,12.81,0.11,8.22,13.88,55.0,2
9.03,45.89,19.43,0.11,8.96,13.65,41.0,1
11.3,51.48,18.09,0.11,8.88,18.67,51.0,2
12.14,50.8,18.43,0.11,10.45,10.99,48.0,1
9.53,40.67,12.9,0.11,7.32,11.38,51.0,2
16.51,58.2,24.04,0.11,6.41,24.02,46.0,1
14.04,51.69,14.28,0.11,5.58,11.15,61.0,2
6.9,42.63,12.63,0.11,6.46,20.14,45.0,1
8.42,50.06,14.05,0.11,6.96,14.28,49.0,1
11.88,45.86,11.76,0.11,7.66,14.72,50.0,1
11.07,42.11,11.71,0.11,9.7,17.92,44.0,1
2.0,17.99,10.24,0.11,8.86,19.75,32.0,1
6.3,17.76,12.21,0.11,8.56,17.14,23.0,1
11.18,36.23,18.69,0.11,7.87,18.33,26.0,1
26.88,76.7,28.32,0.11,10.13,24.73,52.0,2
66.22,203.26,58.99,0.11,8.24,37.59,141.0,3
45.53,150.21,48.13,0.11,11.82,33.44,145.0,3
24.8,90.94,39.51,0.11,6.37,30.61,117.0,3
15.91,81.11,23.59,0.11,8.48,37.58,79.0,2
10.99,72.39,20.53,0.11,8.73,27.09,80.0,2
18.69,75.86,21.06,0.11,7.19,24.62,74.0,2
12.35,68.72,20.24,0.11,9.69,23.61,67.0,2
26.6,121.23,20.04,0.63,8.42,28.8,54.0,2
26.94,102.0,20.67,0.65,7.34,23.8,100.0,2
16.71,62.53,23.89,0.63,7.79,24.1,87.0,2
28.1,84.8,50.99,0.76,16.45,14.82,81.0,2
21.22,79.53,24.88,0.57,5.43,17.49,40.0,1
15.68,81.88,20.61,0.5,5.82,21.15,85.0,2
9.91,43.3,19.91,0.47,8.78,19.68,50.0,1
17.94,102.58,30.32,0.58,6.48,23.82,88.0,2
19.14,77.06,35.57,0.68,7.19,25.56,71.0,2
29.71,112.53,44.77,0.85,10.64,21.94,93.0,2
21.66,74.97,38.42,0.64,7.02,28.86,101.0,3
29.69,101.97,35.51,0.57,5.32,31.71,82.0,2
31.14,125.15,41.56,0.64,6.61,36.65,115.0,3
31.84,85.41,50.11,0.88,5.06,33.86,96.0,2
32.55,79.28,44.59,0.69,5.9,35.06,92.0,2
37.71,98.53,52.1,0.7,5.59,26.59,90.0,2
37.67,76.27,53.59,0.97,5.74,17.35,84.0,2
22.75,86.77,38.23,0.67,10.7,27.24,81.0,2
21.33,83.23,34.56,0.58,9.37,29.44,88.0,2
24.66,100.53,37.93,0.71,7.02,28.63,92.0,2
21.06,80.51,40.33,0.63,11.09,21.69,83.0,2
17.05,73.22,36.31,0.54,11.08,26.09,90.0,2
21.16,88.8,42.96,0.68,11.05,27.65,71.0,2
14.41,66.81,40.06,1.07,13.23,27.34,110.0,3
26.67,86.29,37.36,0.74,11.76,41.97,74.0,2
25.96,91.75,40.22,0.71,10.1,38.27,92.0,2
33.17,108.22,42.45,0.73,13.65,34.85,95.0,2
25.4,83.38,34.09,0.54,10.4,43.27,100.0,2
34.36,90.9,23.38,0.56,10.92,35.12,86.0,2
13.45,58.54,21.6,0.41,8.19,29.38,77.0,2
7.63,32.27,23.27,0.46,6.87,19.9,47.0,1
15.02,50.94,25.06,0.47,8.55,23.3,41.0,1
24.38,74.09,26.06,0.52,12.72,30.14,70.0,2
22.91,65.73,29.53,0.48,8.42,30.96,68.0,2
16.64,49.97,29.26,0.52,9.84,28.3,54.0,2
15.0,66.0,26.85,0.59,2.1,17.05,50.0,1
46.66,147.31,18.83,0.48,9.71,73.22,141.0,3
53.59,114.05,38.69,0.66,7.66,43.18,108.0,3
76.28,208.28,50.45,0.87,6.77,34.24,152.0,3
69.46,165.16,47.99,0.96,7.08,43.59,152.0,3
119.48,179.6,33.81,1.15,6.97,47.34,271.0,4
87.6,141.72,37.13,0.9,7.12,39.37,179.0,3
82.42,154.98,48.38,1.28,6.77,30.06,200.0,3
88.48,168.14,47.28,1.07,6.19,17.82,198.0,3
43.02,57.69,27.12,0.6,5.82,22.02,116.0,3
51.19,126.75,41.1,0.87,6.21,24.69,74.0,2
81.16,245.03,53.69,1.01,6.5,28.1,163.0,3
104.01,280.38,63.35,0.96,6.45,36.65,232.0,4
99.69,228.17,67.42,0.99,7.04,39.39,237.0,4
94.94,212.23,67.4,0.87,8.92,41.91,228.0,4
82.68,220.15,74.6,1.05,13.61,30.7,178.0,3
141.22,277.87,64.03,1.11,9.69,37.39,284.0,4
108.09,163.91,36.44,0.8,8.39,47.1,292.0,4
58.21,80.1,24.43,0.53,8.11,68.56,170.0,3
26.89,49.32,19.39,0.39,6.74,69.18,120.0,3
34.73,66.1,22.56,0.43,6.41,47.9,85.0,2
22.0,80.46,16.83,0.44,6.23,56.58,89.0,2
104.01,191.46,30.03,1.52,5.52,6.43,230.0,4
84.51,162.95,21.98,1.24,5.27,4.8,215.0,4
86.37,157.14,26.67,1.17,5.26,5.02,176.0,3
118.63,206.97,35.0,1.59,5.33,4.6,241.0,4
115.27,205.93,32.03,1.59,5.36,5.02,293.0,4
123.09,218.91,36.9,1.89,5.3,4.93,288.0,4
140.52,251.8,45.22,2.82,5.57,6.45,313.0,5
159.44,271.17,48.47,3.52,5.76,7.7,323.0,5
171.88,304.51,45.2,4.69,6.04,9.87,332.0,5
126.37,191.42,41.03,3.01,6.11,6.54,334.0,5
56.4,103.9,30.79,3.18,5.51,5.56,169.0,3
56.06,111.5,24.7,2.91,5.29,10.07,124.0,3
77.04,143.63,30.36,3.14,5.33,14.36,125.0,3
114.45,209.32,35.21,3.51,5.32,8.55,238.0,4
125.37,227.75,42.84,3.39,5.53,12.14,304.0,5
73.55,120.62,31.4,1.57,5.8,14.7,212.0,4
60.16,116.8,32.88,1.36,5.7,5.82,121.0,3
60.28,114.34,38.0,1.41,5.71,7.71,108.0,3
82.39,151.14,30.9,1.66,5.57,6.83,143.0,3
63.61,131.81,25.14,1.68,5.25,5.56,150.0,3
97.33,169.03,49.25,1.39,5.82,6.06,238.0,4
87.51,172.52,65.72,1.24,5.95,4.92,210.0,4
59.01,136.93,53.33,0.83,6.21,5.18,132.0,3
103.04,186.0,60.14,1.28,6.02,6.3,205.0,4
124.08,245.38,54.69,1.51,5.93,5.14,263.0,4
97.47,203.51,49.78,1.36,5.93,5.52,274.0,4
89.7,228.4,73.74,0.96,7.06,9.73,213.0,4
73.08,206.97,40.35,0.26,6.39,10.98,170.0,3
88.33,211.45,46.82,1.37,5.7,5.5,188.0,3
37.99,103.4,45.36,0.78,6.05,8.67,133.0,3
59.35,169.96,58.07,1.09,6.21,6.01,138.0,3
39.04,153.33,41.02,0.69,6.22,7.36,132.0,3
47.86,156.01,53.48,1.02,6.37,8.33,131.0,3
89.28,224.29,77.47,1.66,6.35,7.34,183.0,3
76.28,168.92,59.72,0.98,6.63,9.78,169.0,3
73.01,206.88,61.59,1.32,6.34,6.1,151.0,3
94.58,243.93,74.58,1.54,6.56,5.35,199.0,3
81.54,187.77,57.64,0.88,6.73,7.12,201.0,4
79.29,204.39,66.75,1.0,7.08,6.37,157.0,3
73.38,199.45,60.19,0.9,6.89,8.07,173.0,3
82.41,190.36,62.8,1.01,7.45,7.69,168.0,3
84.41,188.33,65.29,1.04,7.18,9.32,181.0,3
89.56,226.45,75.7,1.28,7.06,9.52,175.0,3
87.43,227.59,67.81,1.26,6.8,7.78,212.0,4
57.13,176.68,56.95,0.88,6.87,8.89,161.0,3
60.12,203.35,70.13,1.04,6.75,7.79,161.0,3
74.37,221.5,78.49,1.23,6.64,15.47,174.0,3
67.49,212.06,78.03,1.25,7.1,6.46,168.0,3
72.45,207.54,73.95,1.14,7.17,8.16,185.0,3
81.0,207.58,69.66,1.16,8.27,9.38,174.0,3
79.86,197.5,38.04,0.98,6.88,12.79,167.0,3
46.41,125.68,57.66,1.0,6.54,9.44,137.0,3
52.79,145.65,56.64,0.95,6.97,11.49,121.0,3
37.68,124.89,58.71,0.85,6.7,12.82,132.0,3
33.66,85.36,31.92,0.77,6.29,8.63,100.0,2
27.93,70.01,38.35,0.66,6.17,5.66,70.0,2
34.19,89.55,45.87,0.84,5.87,8.42,79.0,2
67.07,168.24,56.69,1.2,6.19,5.6,132.0,3
76.79,159.77,46.91,1.08,6.42,8.73,154.0,3
64.72,137.29,51.9,0.99,5.96,6.45,140.0,3
60.56,156.44,52.04,1.01,6.13,10.16,132.0,3
67.01,192.17,52.91,1.0,6.49,8.39,154.0,3
75.55,207.38,52.24,1.07,6.27,4.28,154.0,3
33.14,121.27,31.31,0.55,7.31,1.68,135.0,3
33.49,87.8,29.83,0.6,6.56,10.76,98.0,2
37.49,98.64,27.95,0.58,6.08,11.21,98.0,2
33.88,100.44,34.96,0.61,6.28,12.3,96.0,2
86.3,141.01,30.46,1.01,6.65,16.94,160.0,3
51.53,120.84,33.57,0.77,6.41,16.83,112.0,3
48.29,116.91,45.12,0.97,6.42,11.47,116.0,3
51.0,94.51,41.06,0.74,6.06,10.57,113.0,3
29.73,46.41,32.37,0.59,5.8,7.18,69.0,2
33.79,65.4,30.69,0.63,6.23,6.2,54.0,2
43.94,117.61,38.06,0.64,6.49,7.81,97.0,2
40.37,129.61,41.8,0.67,6.67,12.85,117.0,3
46.6,138.25,51.11,0.71,6.91,14.58,122.0,3
47.51,149.76,50.93,0.69,7.61,17.87,130.0,3
32.97,121.32,53.86,0.86,7.86,18.03,116.0,3
88.96,232.39,47.18,1.01,8.62,16.77,164.0,3
63.72,112.07,30.78,0.68,4.54,17.45,157.0,3
42.14,104.67,26.67,0.61,4.74,19.08,88.0,2
60.65,108.25,28.09,0.71,4.41,23.2,113.0,3
64.8,119.85,21.54,0.69,4.53,24.86,118.0,3
46.54,124.86,17.81,0.57,4.82,22.37,109.0,3
48.1,143.21,17.85,0.56,4.65,16.76,126.0,3
25.71,103.85,14.01,0.42,4.07,12.86,117.0,3
22.84,90.11,16.43,0.4,4.13,11.23,88.0,2
25.58,107.09,18.63,0.44,4.44,16.24,98.0,2
39.33,107.21,23.29,0.59,4.82,15.8,111.0,3
49.48,113.69,23.65,0.68,4.77,21.58,106.0,3
47.73,124.12,21.54,0.63,4.86,17.64,113.0,3
30.47,113.87,15.89,0.49,4.72,16.27,112.0,3
35.29,97.35,21.52,0.56,5.12,16.39,104.0,3
49.56,105.21,20.64,0.59,5.12,17.65,100.0,2
45.55,200.08,18.15,0.5,5.31,17.14,122.0,3
38.91,128.23,19.04,0.51,5.03,15.96,154.0,3
48.3,165.72,20.55,0.62,5.27,17.05,128.0,3
49.65,139.86,22.15,0.6,7.68,21.9,138.0,3
54.05,133.5,22.99,0.67,5.0,31.49,129.0,3
68.74,202.23,20.67,0.76,5.03,28.61,139.0,3
56.97,176.23,17.3,0.63,5.72,34.48,163.0,3
44.06,129.0,14.0,0.58,5.03,28.32,134.0,3
54.25,141.09,17.43,0.65,5.07,36.49,122.0,3
31.17,99.38,14.55,0.45,4.44,21.35,125.0,3
38.24,81.74,21.74,0.56,5.09,20.75,68.0,2
42.1,97.0,12.19,0.6,5.34,33.6,94.0,2
43.19,115.87,16.62,0.6,6.22,30.38,103.0,3
50.56,120.79,14.84,0.64,5.87,39.03,115.0,3
36.65,87.3,15.63,0.54,5.99,31.44,104.0,3
20.92,61.95,13.07,0.52,6.02,11.9,71.0,2
19.63,62.41,14.04,0.46,6.02,7.03,57.0,2
41.24,110.64,14.58,0.59,6.52,9.2,84.0,2
28.6,59.89,16.37,0.6,5.81,7.25,88.0,2
30.35,61.14,9.36,0.58,5.41,7.25,62.0,2
16.72,32.57,9.99,0.53,5.33,7.22,53.0,2
25.6,41.89,12.34,0.59,5.47,7.86,34.0,1
17.76,34.76,8.49,0.46,4.77,7.47,40.0,1
19.78,38.27,16.64,0.46,3.57,6.74,34.0,1
34.03,69.8,19.26,0.5,3.66,19.56,58.0,2
27.62,81.61,26.57,0.46,3.61,7.93,80.0,2
15.85,28.64,15.31,0.45,3.59,6.88,51.0,2
29.01,53.98,16.58,0.49,3.69,6.52,45.0,1
30.74,69.94,51.74,0.5,3.67,6.32,71.0,2
21.72,44.96,14.64,0.46,3.51,14.42,86.0,2
18.13,34.19,14.35,0.4,3.62,29.15,40.0,1
22.97,52.97,40.07,0.47,3.63,21.78,60.0,2
22.91,54.3,19.38,0.46,3.8,24.61,76.0,2
38.55,88.22,25.87,0.55,3.57,34.43,73.0,2
42.19,97.6,18.79,0.57,3.26,35.73,95.0,2
27.48,132.54,15.48,0.49,3.47,25.54,87.0,2
38.62,93.0,26.48,0.64,3.4,30.2,76.0,2
42.42,122.3,34.04,0.66,3.7,37.5,100.0,2
55.95,154.05,20.71,0.68,3.05,41.57,132.0,3
36.84,111.57,10.98,0.59,3.28,21.55,113.0,3
43.18,154.54,19.37,0.63,3.45,22.91,124.0,3
45.77,194.79,35.45,0.71,4.75,35.03,154.0,3
47.58,146.23,24.42,0.7,3.4,21.89,144.0,3
42.29,131.06,16.56,0.61,3.36,8.13,130.0,3
32.71,117.58,15.46,0.56,3.66,7.57,114.0,3
17.99,65.01,13.88,0.44,3.62,8.0,87.0,2
14.03,72.38,15.31,0.41,4.44,7.37,67.0,2
28.21,94.07,16.69,0.58,3.52,6.82,77.0,2
49.88,136.91,12.82,0.7,3.25,8.79,115.0,3
45.04,163.51,18.55,0.7,3.18,8.11,136.0,3
34.15,150.27,11.27,0.6,3.48,6.61,135.0,3
32.13,180.16,8.18,0.52,4.04,4.6,146.0,3
18.84,99.71,18.25,0.47,3.36,7.16,124.0,3
24.29,91.23,14.91,0.49,3.84,7.3,96.0,2
29.22,113.16,29.87,0.52,3.66,6.92,99.0,2
16.58,46.13,19.38,0.39,4.6,7.38,88.0,2
40.79,109.45,27.82,0.64,3.53,6.76,112.0,3
38.12,119.13,31.25,0.62,3.71,7.11,107.0,3
38.89,122.21,27.1,0.62,4.01,7.14,120.0,3
27.0,65.94,14.85,0.57,3.54,6.71,92.0,2
14.01,48.47,14.03,0.55,3.62,6.64,49.0,1
26.88,66.68,16.06,0.62,3.52,5.99,62.0,2
21.56,72.18,20.65,0.59,3.47,6.04,69.0,2
46.18,118.22,31.95,0.74,3.46,6.26,93.0,2
47.4,120.95,35.8,0.69,3.76,6.53,116.0,3
37.32,111.59,47.73,0.63,4.38,6.58,113.0,3
20.22,73.27,36.59,0.42,3.67,6.47,91.0,2
19.9,71.21,16.66,0.47,3.39,6.44,79.0,2
14.74,62.54,11.91,0.43,3.42,6.79,67.0,2
18.86,52.78,16.47,0.52,3.45,6.32,57.0,2
20.24,57.9,17.42,0.55,3.43,7.53,54.0,2
19.21,59.04,22.11,0.52,3.29,6.28,58.0,2
24.06,62.6,20.02,0.57,3.42,6.78,65.0,2
20.55,54.41,31.06,0.58,4.02,5.95,54.0,2
28.49,60.17,19.65,0.49,3.6,5.97,58.0,2
16.77,50.87,12.4,0.35,3.31,5.7,56.0,2
21.6,51.4,17.92,0.44,3.22,5.88,52.0,2
23.68,66.55,17.57,0.45,3.39,6.12,56.0,2
30.78,83.87,25.46,0.61,3.24,5.66,76.0,2
28.13,81.98,27.13,0.64,3.37,6.12,91.0,2
16.84,52.63,33.46,0.56,3.35,5.94,63.0,2
21.58,64.39,23.09,0.5,3.34,5.88,54.0,2
22.04,64.1,18.62,0.5,3.13,5.75,73.0,2
21.23,49.8,18.92,0.54,3.24,5.78,51.0,2
31.28,72.39,26.45,0.76,3.25,5.71,59.0,2
38.14,100.24,26.07,0.68,3.15,5.49,74.0,2
92.75,168.08,69.9,1.18,9.59,3.28,250.0,4
92.96,169.19,63.83,1.12,7.43,4.34,193.0,3
116.73,211.92,57.08,1.22,6.18,3.56,253.0,4
117.27,207.31,55.71,1.21,6.21,3.63,296.0,4
128.45,232.68,75.97,1.82,8.86,3.59,293.0,4
139.94,231.69,80.32,2.32,9.79,3.63,317.0,5
143.65,264.18,77.71,2.53,9.44,3.51,312.0,5
138.21,240.42,68.86,2.34,10.79,3.78,318.0,5
107.29,189.75,62.59,1.46,7.57,4.19,307.0,5
56.85,103.07,53.26,1.12,8.36,3.23,145.0,3
55.58,107.61,50.88,0.84,7.33,3.5,120.0,3
85.95,171.44,72.79,1.4,7.87,3.5,119.0,3
127.03,246.53,81.72,2.01,8.11,3.35,275.0,4
123.31,226.27,64.39,1.93,12.08,3.48,309.0,5
97.92,121.34,52.1,1.03,9.39,3.29,278.0,4
79.05,142.64,57.59,1.59,9.21,3.57,172.0,3
110.46,144.83,55.58,2.41,10.67,3.75,162.0,3
103.31,176.58,55.1,2.94,10.7,3.81,263.0,4
125.19,209.23,65.82,3.13,8.58,4.69,244.0,4
103.49,193.97,85.78,2.21,11.23,2.54,306.0,5
104.07,203.59,90.01,1.53,11.94,2.09,203.0,4
65.48,121.02,57.0,1.02,11.19,1.9,186.0,3
